,run_line_name,X1,Y1,X2,Y2
65,B_G_WR_27,716269.1853793252,2646526.6902844696,716354.7462766949,2647082.1914265687
66,B_G_WR_28,716279.1381038977,2646525.7190617444,716364.6144840686,2647080.671478878
67,B_G_WR_29,716289.0908284703,2646524.747839019,716374.4826914424,2647079.1515311864
68,B_G_WR_30,716299.0435530429,2646523.7766162944,716384.3508988161,2647077.6315834955
69,B_G_WR_31,716308.9962776155,2646522.805393569,716391.9991289712,2647076.453567132
70,B_G_WR_32,716318.9490021882,2646521.834170844,716391.9991289712,2647076.453567132
71,B_G_WR_33,716328.9017267608,2646520.8629481187,716391.9991289712,2647076.453567132
72,B_G_WR_34,716338.8544513334,2646519.8917253935,716391.9991289712,2647076.453567132
73,B_G_WR_35,716348.807175906,2646518.9205026682,716391.9991289712,2647076.453567132
74,B_G_WR_36,716358.7599004785,2646517.949279943,716391.9991289712,2647076.453567132
75,B_R1_1,714712.3915303107,2648678.153404676,715248.715492358,2648653.7329353765
76,B_R1_2,714713.9838927769,2648658.21689591,715248.715492358,2648653.7329353765
77,B_R1_3,714715.576255243,2648638.280387144,715248.715492358,2648653.7329353765
78,B_R1_4,714717.1686177092,2648618.3438783777,715248.715492358,2648653.7329353765
79,B_R1_5,714718.7609801753,2648598.407369612,715248.715492358,2648653.7329353765
80,B_R1_6,714720.3533426415,2648578.470860846,715248.715492358,2648653.7329353765
81,B_R1_7,714721.9457051076,2648558.53435208,715250.9140802177,2648639.340708003
82,B_R1_8,714723.5380675737,2648538.597843314,715253.9264859959,2648619.621128132
83,B_R1_9,714725.1304300398,2648518.661334548,715256.938891774,2648599.9015482618
84,B_R1_10,714726.722792506,2648498.724825782,715259.9512975523,2648580.181968391
85,B_R1_11,714728.3151549721,2648478.788317016,715262.9637033305,2648560.46238852
86,B_R1_12,714729.9075174383,2648458.85180825,715265.9761091088,2648540.74280865
87,B_R1_13,714731.4998799044,2648438.915299484,715268.9885148869,2648521.023228779
88,B_R1_14,714733.0922423706,2648418.978790718,715272.0009206651,2648501.3036489086
89,B_R1_15,714734.6846048367,2648399.042281952,715275.0133264434,2648481.5840690383
90,B_R1_16,714736.2769673029,2648379.105773186,715278.0257322217,2648461.864489167
91,B_R1_17,714737.869329769,2648359.16926442,715281.0381379998,2648442.1449092967
92,B_R1_18,714739.4616922352,2648339.232755654,715284.050543778,2648422.425329426
93,B_R1_19,714741.0540547014,2648319.296246888,715287.0629495563,2648402.7057495555
94,B_R1_20,714742.6464171675,2648299.359738122,715290.0753553344,2648382.986169685
95,B_R1_21,714744.2387796337,2648279.4232293563,715293.0877611126,2648363.2665898143
96,B_R1_22,714745.8311420997,2648259.48672059,715296.1001668909,2648343.5470099435
97,B_R1_23,714747.4235045658,2648239.550211824,715299.112572669,2648323.8274300727
98,B_R1_24,714749.015867032,2648219.613703058,715302.1249784473,2648304.1078502024
99,B_R1_25,714750.6082294981,2648199.677194292,715305.1373842255,2648284.388270332
100,B_R1_26,714752.2005919643,2648179.7406855263,715308.1497900037,2648264.668690461
101,B_R1_27,714753.7929544304,2648159.80417676,715311.162195782,2648244.9491105904
102,B_R1_28,714755.3853168966,2648139.867667994,715314.1746015602,2648225.2295307196
103,B_R1_29,714756.9776793628,2648119.931159228,715317.1870073384,2648205.509950849
104,B_R1_30,714758.5700418289,2648099.994650462,715320.1994131166,2648185.790370979
105,B_R1_31,714760.162404295,2648080.0581416963,715323.2118188948,2648166.070791108
106,B_R1_32,714761.7547667612,2648060.1216329304,715326.224224673,2648146.3512112377
107,B_R1_33,714763.3471292274,2648040.185124164,715329.2366304513,2648126.6316313664
108,B_R1_34,714764.9394916935,2648020.248615398,715332.2490362294,2648106.912051496
109,B_R1_35,714766.5318541597,2648000.312106632,715335.2614420077,2648087.1924716257
110,B_R1_36,714768.1242166257,2647980.3755978663,715338.2738477859,2648067.472891755
111,B_R1_37,714769.7165790919,2647960.4390891003,715341.2862535641,2648047.7533118846
112,B_R1_38,714771.308941558,2647940.5025803344,715344.2986593423,2648028.033732014
113,B_R1_39,714772.9013040242,2647920.566071568,715347.3110651205,2648008.314152143
114,B_R1_40,714774.4936664903,2647900.629562802,715350.3234708988,2647988.5945722726
115,B_R1_41,714776.0860289565,2647880.6930540362,715353.335876677,2647968.874992402
116,B_R1_42,714777.6783914226,2647860.7565452703,715356.3482824551,2647949.1554125315
117,B_R1_43,714779.2707538888,2647840.8200365044,715359.3606882334,2647929.4358326606
118,B_R1_44,714780.8631163549,2647820.8835277385,715362.3730940116,2647909.7162527903
119,B_R1_45,714782.4554788211,2647800.947018972,715365.3854997898,2647889.9966729195
120,B_R1_46,714784.0478412872,2647781.010510206,715368.397905568,2647870.2770930487
121,B_R1_47,714785.6402037534,2647761.0740014403,715371.4103113463,2647850.5575131783
122,B_R1_48,714787.2325662195,2647741.1374926744,715374.4227171245,2647830.8379333075
123,B_R1_49,714788.8249286856,2647721.2009839085,715377.4351229026,2647811.118353437
124,B_R2_1,714789.7612823942,2647705.691059244,715383.4217367844,2647765.4174140026
125,B_R2_2,714795.8164209293,2647686.629703119,715383.4217367844,2647765.4174140026
126,B_R2_3,714801.8715594644,2647667.568346994,715383.4217367844,2647765.4174140026
127,B_R2_4,714807.9266979995,2647648.506990869,715383.4217367844,2647765.4174140026
128,B_R2_5,714813.9818365346,2647629.445634744,715383.4217367844,2647765.4174140026
129,B_R2_6,714820.0369750697,2647610.384278619,715383.4217367844,2647765.4174140026
130,B_R2_7,714826.0921136048,2647591.3229224943,715383.4217367844,2647765.4174140026
131,B_R2_8,714832.1472521399,2647572.2615663693,715383.4217367844,2647765.4174140026
132,B_R2_9,714838.202390675,2647553.2002102444,715383.4217367844,2647765.4174140026
133,B_R2_10,714844.2575292101,2647534.1388541195,715383.4217367844,2647765.4174140026
134,B_R2_11,714850.3126677452,2647515.0774979945,715383.4217367844,2647765.4174140026
135,B_R2_12,714856.3678062803,2647496.0161418696,715389.0284218242,2647753.833799717
136,B_R2_13,714862.4229448154,2647476.954785745,715397.6526112703,2647736.015912078
137,B_R2_14,714868.4780833505,2647457.89342962,715406.2768007166,2647718.198024438
138,B_R2_15,714874.5332218856,2647438.8320734953,715414.9009901629,2647700.380136799
139,B_R2_16,714880.5883604207,2647419.7707173703,715423.5251796092,2647682.5622491594
140,B_R2_17,714886.6434989558,2647400.7093612454,715432.1493690555,2647664.74436152
141,B_R2_18,714892.6986374909,2647381.6480051205,715440.7735585017,2647646.92647388
142,B_R2_19,714898.753776026,2647362.5866489955,715449.3977479481,2647629.1085862406
143,B_R2_20,714904.808914561,2647343.5252928706,715458.0219373944,2647611.290698601
144,B_R2_21,714910.8640530962,2647324.4639367457,715466.6461268406,2647593.4728109613
145,B_R2_22,714916.9191916313,2647305.4025806207,715475.270316287,2647575.6549233217
146,B_R2_23,714922.9743301664,2647286.341224496,715483.8945057333,2647557.837035682
147,B_R2_24,714929.0294687015,2647267.279868371,715492.5186951795,2647540.0191480424
148,B_R2_25,714935.0846072366,2647248.218512246,715501.1428846258,2647522.201260403
149,B_R2_26,714941.1397457717,2647229.157156121,715509.7670740722,2647504.383372763
150,B_R3_1,714945.091149329,2647218.590075981,715534.9458928702,2647442.810337675
151,B_R3_2,714955.5089146501,2647201.5175786326,715534.9458928702,2647442.810337675
152,B_R3_3,714965.9266799712,2647184.445081284,715534.9458928702,2647442.810337675
153,B_R3_4,714976.3444452923,2647167.3725839355,715534.9458928702,2647442.810337675
154,B_R3_5,714986.7622106133,2647150.3000865867,715534.9458928702,2647442.810337675
155,B_R3_6,714997.1799759346,2647133.2275892384,715534.9458928702,2647442.810337675
156,B_R3_7,715007.5977412557,2647116.15509189,715534.9458928702,2647442.810337675
157,B_R3_8,715018.0155065767,2647099.0825945414,715534.9458928702,2647442.810337675
158,B_R3_9,715028.4332718978,2647082.010097193,715534.9458928702,2647442.810337675
159,B_R3_10,715038.8510372189,2647064.9375998443,715537.7216256286,2647439.1095486693
160,B_R3_11,715049.26880254,2647047.865102496,715549.6671802957,2647423.1829515407
161,B_R3_12,715059.6865678611,2647030.792605147,715561.6127349631,2647407.256354412
162,B_R3_13,715070.1043331822,2647013.720107799,715573.5582896301,2647391.329757284
163,B_R3_14,715080.5220985033,2646996.6476104506,715585.5038442973,2647375.4031601553
164,B_R3_15,715090.9398638245,2646979.575113102,715597.4493989646,2647359.4765630267
165,B_R3_16,715101.3576291456,2646962.5026157536,715609.3949536317,2647343.5499658985
166,B_R3_17,715111.7753944667,2646945.430118405,715621.3405082991,2647327.62336877
167,B_R3_18,715122.1931597878,2646928.3576210565,715622.1089119753,2647326.59888258
168,B_R4_1,715126.9766472494,2646919.123640493,715592.7721985083,2647379.359517317
169,B_R4_2,715141.0634046082,2646913.96968404,715602.3077991228,2647369.708726128
170,B_R4_3,715155.1501619669,2646908.815727588,715611.843399737,2647360.0579349394
171,B_R4_4,715169.2369193257,2646903.661771135,715621.3790003515,2647350.4071437507
172,B_R4_5,715183.3236766844,2646898.507814682,715630.914600966,2647340.756352562
173,B_R4_6,715197.410434043,2646893.3538582297,715640.4502015803,2647331.1055613738
174,B_R4_7,715211.4971914018,2646888.199901777,715649.9858021948,2647321.4547701846
175,B_R4_8,715225.5839487605,2646883.045945324,715659.5214028093,2647311.803978996
176,B_R4_9,715239.6707061193,2646877.8919888716,715669.0570034236,2647302.153187807
177,B_R4_10,715253.757463478,2646872.738032419,715678.5926040381,2647292.5023966185
178,B_R4_11,715267.8442208368,2646867.5840759664,715688.1282046523,2647282.8516054302
179,B_R4_12,715281.9309781955,2646862.4301195135,715697.6638052668,2647273.200814241
180,B_R4_13,715296.0177355543,2646857.2761630607,715707.1994058813,2647263.5500230524
181,B_R4_14,715310.104492913,2646852.1222066083,715716.7350064956,2647253.8992318637
182,B_R4_15,715324.1912502717,2646846.9682501554,715726.2706071101,2647244.248440675
183,B_R4_16,715338.2780076304,2646841.8142937026,715735.8062077246,2647234.5976494863
184,B_R4_17,715352.3647649891,2646836.66033725,715740.1528269981,2647230.1985228155
185,B_R4_18,715366.4515223479,2646831.5063807974,715740.1528269981,2647230.1985228155
186,B_R4_19,715380.5382797066,2646826.3524243445,715740.1528269981,2647230.1985228155
187,B_R5_1,715666.110525098,2646681.214559888,715857.3070878354,2647182.784557008
188,B_R5_2,715680.0219610751,2646675.604573341,715871.3207034211,2647177.442620395
189,B_R5_3,715693.9333970522,2646669.994586794,715885.3343190069,2647172.1006837822
190,B_R5_4,715707.8448330293,2646664.3846002473,715899.3479345926,2647166.7587471693
191,B_R5_5,715721.7562690064,2646658.774613701,715913.3615501783,2647161.416810557
192,B_R5_6,715735.6677049834,2646653.164627154,715927.375165764,2647156.074873944
193,B_R5_7,715749.5791409605,2646647.554640607,715941.3887813498,2647150.732937331
194,B_R5_8,715763.4905769376,2646641.94465406,715955.4023969355,2647145.3910007183
195,B_R5_9,715777.4020129147,2646636.334667513,715969.4160125214,2647140.0490641054
196,B_R5_10,715791.3134488917,2646630.724680966,715983.4296281071,2647134.7071274924
197,B_R5_11,715805.2248848688,2646625.11469442,715997.4432436927,2647129.3651908794
198,B_R5_12,715819.1363208459,2646619.504707873,716011.4568592785,2647124.023254267
199,B_R5_13,715833.047756823,2646613.894721326,716025.4704748642,2647118.681317654
200,B_R5_14,715846.9591928,2646608.284734779,716039.48409045,2647113.339381041
201,B_R5_15,715860.8706287771,2646602.674748232,716053.4977060357,2647107.9974444285
202,B_R5_16,715874.7820647542,2646597.064761685,716067.5113216215,2647102.6555078155
203,B_R5_17,715888.6935007313,2646591.4547751388,716081.5249372071,2647097.3135712026
204,B_R5_18,715902.6049367083,2646585.844788592,716095.5385527929,2647091.9716345896
205,B_R5_19,715916.5163726854,2646580.234802045,716109.5521683787,2647086.629697977
206,B_R5_20,715930.4278086625,2646574.624815498,716123.5657839645,2647081.287761364
207,B_R5_21,715944.3392446396,2646569.014828951,716137.5793995502,2647075.945824751
208,B_R5_22,715958.2506806166,2646563.404842404,716151.593015136,2647070.6038881387
209,B_R5_23,715972.1621165937,2646557.7948558577,716157.9277976918,2647068.1890932797
210,B_R5_24,715986.0735525708,2646552.184869311,716157.9277976918,2647068.1890932797
211,B_R5_25,715999.9849885479,2646546.574882764,716157.9277976918,2647068.1890932797
212,B_R5_26,716013.896424525,2646540.964896217,716157.9277976918,2647068.1890932797
213,B_R5_27,716027.807860502,2646535.35490967,716157.9277976918,2647068.1890932797
214,B_R5_28,716041.7192964791,2646529.744923123,716157.9277976918,2647068.1890932797
215,B_R5_29,716055.6307324562,2646524.1349365767,716157.9277976918,2647068.1890932797
216,B_R6_1,716366.2706472954,2646521.8812862816,716615.7330499463,2646937.6461565564
217,B_R6_2,716380.0897477238,2646516.047551342,716628.4678016372,2646930.0051989355
218,B_R6_3,716393.9088481521,2646510.2138164015,716639.159220878,2646923.59025789
219,B_R6_4,716407.7279485806,2646504.3800814617,716639.159220878,2646923.59025789
220,B_R6_5,716421.547049009,2646498.546346522,716639.159220878,2646923.59025789
221,B_R6_6,716435.3661494374,2646492.7126115817,716639.159220878,2646923.59025789
222,B_R6_7,716449.1852498658,2646486.878876642,716639.159220878,2646923.59025789
223,B_R6_8,716463.0043502941,2646481.0451417016,716639.159220878,2646923.59025789
224,B_R6_9,716476.8234507226,2646475.211406762,716639.159220878,2646923.59025789
225,B_R6_10,716490.642551151,2646469.377671822,716639.159220878,2646923.59025789
226,B_R7_1,716493.4771797201,2646466.01229239,716804.1832921124,2646717.28323084
227,B_R7_2,716511.0440469662,2646456.451687014,716815.8039368822,2646702.9138597455
228,B_R7_3,716528.6109142124,2646446.891081638,716827.424581652,2646688.5444886507
229,B_R7_4,716546.1777814586,2646437.330476262,716831.1916114805,2646683.8864123905
230,B_R7_5,716563.7446487048,2646427.7698708866,716831.1916114805,2646683.8864123905
231,B_R7_6,716581.311515951,2646418.2092655106,716831.1916114805,2646683.8864123905
232,B_R7_7,716598.8783831971,2646408.6486601345,716831.1916114805,2646683.8864123905
233,B_R7_8,716616.4452504433,2646399.0880547585,716831.1916114805,2646683.8864123905
234,B_R7_9,716634.0121176895,2646389.5274493825,716831.1916114805,2646683.8864123905
235,B_R7_10,716651.5789849358,2646379.9668440064,716831.1916114805,2646683.8864123905
236,B_R7_11,716669.145852182,2646370.4062386304,716831.1916114805,2646683.8864123905
237,B_R7_12,716686.7127194281,2646360.8456332544,716831.1916114805,2646683.8864123905
238,B_Gap_L_R1_1,715377.1080907714,2647811.0018239114,714801.8603178987,2647714.8020429444
239,B_Gap_L_R1_2,715381.1724199075,2647791.419147162,714805.1566445868,2647695.090931683
240,B_Gap_L_R1_3,715385.2367490437,2647771.8364704126,714808.452971275,2647675.3798204204
241,B_Gap_L_R2_1,715492.8524473873,2647539.0496364096,714936.199155895,2647288.5177621953
242,B_Gap_L_R2_2,715501.8952318513,2647521.210688875,714944.3987037204,2647270.2993007717
243,B_Gap_L_R2_3,715510.9380163152,2647503.3717413405,714952.5982515458,2647252.080839348
244,B_Gap_L_R2_4,715519.9808007792,2647485.532793806,714960.7977993712,2647233.8623779244
245,B_Gap_L_R2_5,715529.023585243,2647467.693846272,714968.9973471963,2647215.643916501
246,B_Gap_L_R2_6,715538.066369707,2647449.8548987373,714977.1968950217,2647197.425455078
247,B_Gap_L_R2_7,715547.109154171,2647432.0159512027,714985.3964428471,2647179.2069936544
248,B_Gap_L_R3_1,716369.8747267979,2647081.7182761147,716246.2042798252,2646604.402979915
249,B_Gap_L_R3_2,716387.1172815358,2647071.5844561975,716246.2042798252,2646604.402979915
250,B_Gap_L_R3_3,716404.3598362737,2647061.4506362807,716246.2042798252,2646604.402979915
251,B_Gap_L_R3_4,716421.6023910115,2647051.3168163635,716246.2042798252,2646604.402979915
252,B_Gap_L_R3_5,716438.8449457495,2647041.1829964467,716246.2042798252,2646604.402979915
253,B_Gap_L_R3_6,716456.0875004873,2647031.0491765295,716246.2042798252,2646604.402979915
254,B_Gap_L_R3_7,716473.3300552253,2647020.9153566123,716246.2042798252,2646604.402979915
255,B_Gap_L_R3_8,716490.5726099631,2647010.7815366955,716257.319377838,2646598.1202664073
256,B_Gap_L_R3_9,716507.8151647011,2647000.6477167783,716274.727977262,2646588.280205382
257,B_Gap_L_R3_10,716525.0577194389,2646990.5138968616,716292.1365766855,2646578.4401443573
258,B_Gap_L_R3_11,716542.3002741769,2646980.3800769444,716309.5451761094,2646568.600083332
259,B_Gap_L_R3_12,716559.5428289147,2646970.246257027,716326.9537755332,2646558.760022307
260,B_Gap_L_R3_13,716576.7853836527,2646960.1124371104,716344.3623749568,2646548.9199612816
261,B_Gap_L_R3_14,716594.0279383905,2646949.978617193,716361.7709743807,2646539.0799002564
262,B_Gap_L_R3_15,716611.2704931285,2646939.8447972764,716379.1795738044,2646529.239839231
263,B_Gap_L_R3_16,716628.5130478663,2646929.710977359,716396.5881732281,2646519.399778206
264,B_Gap_L_R4_1,716627.983759862,2646929.6693779062,716429.97763868,2646501.0411987784
265,B_Gap_L_R4_2,716640.6705443666,2646914.208281602,716429.97763868,2646501.0411987784
266,B_Gap_L_R4_3,716653.3573288711,2646898.7471852973,716438.5464289899,2646496.465623529
267,B_Gap_L_R4_4,716666.0441133757,2646883.286088993,716454.8425408481,2646487.763801757
268,B_Gap_L_R4_5,716678.7308978804,2646867.8249926884,716471.1386527064,2646479.061979984
269,B_Gap_L_R4_6,716691.417682385,2646852.3638963844,716487.4347645645,2646470.3601582116
270,B_Gap_L_R4_7,716704.1044668895,2646836.90280008,716503.7308764227,2646461.658336439
271,B_Gap_L_R4_8,716716.7912513941,2646821.4417037754,716520.0269882809,2646452.956514667
272,B_Gap_L_R4_9,716729.4780358986,2646805.980607471,716536.3231001392,2646444.2546928944
273,B_Gap_L_R4_10,716742.1648204032,2646790.5195111665,716552.6192119975,2646435.552871122
274,B_Gap_L_R4_11,716754.8516049079,2646775.058414862,716568.9153238558,2646426.8510493496
275,B_Gap_L_R4_12,716767.5383894125,2646759.5973185576,716585.211435714,2646418.1492275773
276,B_Gap_L_R4_13,716780.225173917,2646744.136222253,716601.5075475723,2646409.447405805
277,B_Gap_L_R4_14,716792.9119584216,2646728.675125949,716617.8036594304,2646400.7455840325
278,B_Gap_L_R4_15,716805.5987429261,2646713.2140296446,716634.0997712886,2646392.04376226
279,B_Gap_L_R4_16,716818.2855274307,2646697.75293334,716650.3958831469,2646383.3419404877
280,B_BDS_R1_1,716704.3870211131,2646355.882727115,716840.558956671,2646645.7960241423
281,B_BDS_R1_2,716722.426750133,2646347.247440386,716858.6610421594,2646637.2934958213
282,B_BDS_R1_3,716740.466479153,2646338.6121536577,716876.7631276477,2646628.790967501
283,B_BDS_R1_4,716758.5062081729,2646329.976866929,716894.8652131361,2646620.28843918
284,B_BDS_R1_5,716776.5459371929,2646321.3415802,716912.9672986245,2646611.785910859
285,B_BDS_R1_6,716794.5856662128,2646312.7062934716,716931.0693841127,2646603.283382538
286,B_BDS_R1_7,716812.6253952328,2646304.071006743,716949.1714696012,2646594.780854217
287,B_BDS_R1_8,716830.6651242528,2646295.4357200144,716967.2735550895,2646586.2783258962
288,B_BDS_R1_9,716848.7048532728,2646286.8004332855,716985.375640578,2646577.7757975752
289,B_BDS_R1_10,716866.7445822926,2646278.1651465567,717003.4777260663,2646569.2732692542
290,B_BDS_R1_11,716884.7843113126,2646269.5298598283,717021.5798115545,2646560.7707409333
291,B_BDS_R2_1,716893.054428936,2646267.2651291937,717050.313313335,2646551.6469072457
292,B_BDS_R2_2,716911.761737189,2646260.1914725774,717050.313313335,2646551.6469072457
293,B_BDS_R2_3,716930.4690454421,2646253.117815961,717050.313313335,2646551.6469072457
294,B_BDS_R2_4,716949.1763536952,2646246.044159345,717050.313313335,2646551.6469072457
295,B_BDS_R2_5,716967.8836619483,2646238.9705027286,717050.313313335,2646551.6469072457
296,B_BDS_R2_6,716986.5909702013,2646231.8968461123,717050.313313335,2646551.6469072457
297,B_BDS_R3_1,717050.313313335,2646551.6469072457,716936.5616126031,2646250.8140784362
298,B_BDS_R3_2,717069.9538060122,2646547.8718513,716954.9941198621,2646243.844330295
299,B_BDS_R3_3,717089.5942986894,2646544.0967953536,716973.4266271212,2646236.8745821537
300,B_BDS_R3_4,717109.2347913666,2646540.3217394077,716991.85913438,2646229.9048340125
301,B_BDS_R3_5,717128.8752840438,2646536.5466834614,717003.3474773096,2646225.5608315575
302,B_BDS_R3_6,717148.5157767211,2646532.7716275156,717003.3474773096,2646225.5608315575
303,B_BDS_R3_7,717168.1562693983,2646528.9965715692,717003.3474773096,2646225.5608315575
304,B_BDS_R3_8,717187.7967620755,2646525.2215156234,717003.3474773096,2646225.5608315575
305,B_BDS_R4_1,717198.964038801,2646523.406942259,717015.2415266256,2646220.7783496403
306,B_BDS_R4_2,717217.5817855475,2646516.100814278,717032.086433188,2646210.551990907
307,B_BDS_R4_3,717236.1995322941,2646508.794686296,717048.9313397506,2646200.325632174
308,B_BDS_R4_4,717254.8172790407,2646501.4885583147,717065.7762463131,2646190.099273441
309,B_BDS_R4_5,717273.4350257872,2646494.182430333,717082.6211528757,2646179.8729147078
310,B_BDS_R4_6,717292.0527725337,2646486.8763023517,717099.4660594382,2646169.6465559746
311,B_BDS_R4_7,717310.6705192802,2646479.57017437,717116.3109660008,2646159.4201972415
312,B_BDS_R4_8,717329.2882660268,2646472.2640463887,717133.1558725631,2646149.1938385083
313,B_BDS_R4_9,717347.9060127733,2646464.9579184074,717150.0007791256,2646138.967479775
314,B_BDS_R4_10,717366.5237595199,2646457.6517904256,717166.8456856883,2646128.741121042
315,B_BDS_R4_11,717385.1415062664,2646450.3456624444,717183.6905922507,2646118.514762309
316,B_BDS_R4_12,717403.759253013,2646443.0395344626,717200.5354988133,2646108.288403576
317,B_BDS_R4_13,717422.3769997595,2646435.7334064813,717217.3804053757,2646098.0620448426
318,B_BDS_R4_14,717440.994746506,2646428.4272784996,717234.2253119383,2646087.8356861095
319,B_BDS_R4_15,717459.6124932525,2646421.1211505183,717251.0702185008,2646077.6093273764
